,,ts,log_odds,start_end,prob_ts
traj_0,0,949,321.4595673283511,"(0, 2379)",[0. 0. 0. ... 0. 0. 0.]
traj_0,1,278,386.47868170730635,"(0, 949)","[0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 7.90505033e-323
 5.59282311e-321 3.44264942e-319 1.92849088e-317 1.00307207e-315
 4.83006529e-314 2.04315126e-312 7.66054663e-311 2.54701156e-309
 7.59402047e-308 2.00959290e-306 4.98556662e-305 1.13360841e-303
 2.31330600e-302 4.38865558e-301 7.78916218e-300 1.27733847e-298
 1.87930265e-297 2.64818408e-296 3.60869281e-295 4.51076587e-294
 5.26945323e-293 6.00565392e-292 6.62619344e-291 6.69528246e-290
 6.27334135e-289 5.77059562e-288 5.05913048e-287 4.24158855e-286
 3.34196559e-285 2.48619061e-284 1.75329239e-283 1.20911155e-282
 8.20542477e-282 5.43721535e-281 3.50977085e-280 2.15869852e-279
 1.29841154e-278 7.39204787e-278 4.03977757e-277 2.19166612e-276
 1.14900746e-275 5.79265618e-275 2.89972193e-274 1.42827094e-273
 6.82715942e-273 3.21370436e-272 1.50992433e-271 7.01201900e-271
 3.18746816e-270 1.43215736e-269 6.37220958e-269 2.83162244e-268
 1.23945200e-267 5.33780052e-267 2.30395793e-266 9.70375009e-266
 4.10935501e-265 1.74335506e-264 7.38372663e-264 3.10929153e-263
 1.29726670e-262 5.42185442e-262 2.24241421e-261 9.27118103e-261
 3.82001586e-260 1.58719334e-259 6.60863142e-259 2.74274033e-258
 1.14665465e-257 4.82628121e-257 2.02584056e-256 8.48244381e-256
 3.57646031e-255 1.50974752e-254 6.41001647e-254 2.75312543e-253
 1.18818560e-252 5.14865267e-252 2.25070730e-251 9.92663076e-251
 4.41240940e-250 1.96628661e-249 8.83929827e-249 4.02784595e-248
 1.85792042e-247 8.58185411e-247 3.99981563e-246 1.88663536e-245
 8.97703189e-245 4.31264005e-244 2.09939615e-243 1.03436168e-242
 5.14681567e-242 2.59550466e-241 1.32865475e-240 6.85922064e-240
 3.58174306e-239 1.89869732e-238 1.02069664e-237 5.57193197e-237
 3.08027339e-236 1.72314332e-235 9.82973932e-235 5.69563231e-234
 3.34442474e-233 1.99816562e-232 1.21579862e-231 7.52791729e-231
 4.72708428e-230 3.02014022e-229 1.96531072e-228 1.30554648e-227
 8.85169446e-227 6.11768938e-226 4.32336027e-225 3.11913226e-224
 2.29582758e-223 1.72538881e-222 1.32688323e-221 1.04374279e-220
 8.40301286e-220 6.91673174e-219 5.83881460e-218 5.05015531e-217
 4.46796123e-216 4.07453581e-215 3.86082679e-214 3.77596459e-213
 3.79214605e-212 3.94174195e-211 4.25453312e-210 4.74377922e-209
 5.45892586e-208 6.50516939e-207 8.05803090e-206 1.03486558e-204
 1.37680452e-203 1.90175509e-202 2.73325301e-201 4.08589326e-200
 6.35011037e-199 1.02808946e-197 1.73629635e-196 3.05923667e-195
 5.62601041e-194 1.08143529e-192 2.17596538e-191 4.58519519e-190
 1.01270360e-188 2.34728628e-187 5.71753056e-186 1.46519809e-184
 3.95409185e-183 1.12534615e-181 3.38262322e-180 1.07512228e-178
 3.61854185e-177 1.29177279e-175 4.89874256e-174 1.97656406e-172
 8.50004646e-171 3.90315888e-169 1.91738520e-167 1.00957544e-165
 5.70950550e-164 3.47565652e-162 2.28266063e-160 1.62119344e-158
 1.24823064e-156 1.04463361e-154 9.52901655e-153 9.50169498e-151
 1.03882790e-148 1.24933746e-146 1.65839265e-144 2.43850662e-142
 3.98686956e-140 7.27710480e-138 1.48919060e-135 3.43212503e-133
 8.95102911e-131 2.65513774e-128 9.00653735e-126 3.51385955e-123
 1.58647912e-120 8.34369340e-118 5.14760068e-115 3.75351500e-112
 3.26104990e-109 3.40512227e-106 4.31332846e-103 6.69522641e-100
 1.28738922e-096 3.10281732e-093 9.49393096e-090 3.73941805e-086
 1.92483792e-082 1.31641954e-078 1.21803006e-074 1.55529951e-070
 2.80135387e-066 7.29160953e-062 2.81726229e-057 1.66475493e-052
 1.55550409e-047 2.38582362e-042 6.26563269e-037 2.95521997e-031
 2.64317994e-025 4.77106469e-019 1.86735721e-012 7.54988223e-008
 2.68465949e-005 2.05368818e-003 1.37151996e-001 6.22371219e-001
 2.08650248e-001 2.77999635e-002 1.88505101e-003 5.96672638e-005
 1.22288456e-006 2.20968937e-008 3.62365127e-010 5.38555262e-012
 8.28309022e-014 1.35558965e-015 2.41688731e-017 4.70869332e-019
 1.01021055e-020 2.38508615e-022 5.86144898e-024 1.60067768e-025
 4.49520376e-027 1.28043876e-028 3.78671104e-030 1.14395327e-031
 3.49692371e-033 1.09965099e-034 3.56964904e-036 1.20777720e-037
 4.28981092e-039 1.63935093e-040 6.27279926e-042 2.38468857e-043
 9.29724884e-045 3.77226129e-046 1.58298563e-047 6.77017908e-049
 2.95298769e-050 1.31238141e-051 5.98910295e-053 2.82139231e-054
 1.37731773e-055 6.66963699e-057 3.30111436e-058 1.74800449e-059
 9.31604173e-061 4.92307399e-062 2.64984740e-063 1.49843723e-064
 8.76046623e-066 5.06583810e-067 2.99486845e-068 1.83215711e-069
 1.13716322e-070 7.11966815e-072 4.52521555e-073 2.94191009e-074
 1.95535536e-075 1.31747783e-076 8.99152085e-078 6.17163188e-079
 4.38832370e-080 3.15775429e-081 2.28251837e-082 1.66432125e-083
 1.24596502e-084 9.51168414e-086 7.22505068e-087 5.57133187e-088
 4.38438197e-089 3.51446445e-090 2.81191214e-091 2.27130875e-092
 1.86481189e-093 1.54817488e-094 1.30066215e-095 1.09169656e-096
 9.39906420e-098 8.18789161e-099 7.09411251e-100 6.30705858e-101
 5.59124012e-102 5.01775810e-103 4.54781683e-104 4.14482656e-105
 3.83857906e-106 3.54822948e-107 3.29998073e-108 3.14009539e-109
 2.98593803e-110 2.84927172e-111 2.74742903e-112 2.70117903e-113
 2.62981396e-114 2.58394695e-115 2.57446687e-116 2.59258976e-117
 2.59171127e-118 2.61110629e-119 2.68359566e-120 2.75674929e-121
 2.83543544e-122 2.93811844e-123 3.08213324e-124 3.25917985e-125
 3.43831858e-126 3.65684095e-127 3.92489137e-128 4.23125547e-129
 4.58128530e-130 4.98584819e-131 5.46106105e-132 6.02023341e-133
 6.67507257e-134 7.41987125e-135 8.29271352e-136 9.35514358e-137
 1.05708689e-137 1.19768549e-138 1.37045981e-139 1.57395243e-140
 1.80810175e-141 2.09596990e-142 2.44789076e-143 2.85882165e-144
 3.34794971e-145 3.95884758e-146 4.70238852e-147 5.58438485e-148
 6.68862622e-149 8.04259770e-150 9.67684885e-151 1.17061819e-151
 1.42820061e-152 1.74884735e-153 2.14317580e-154 2.63705952e-155
 3.26969199e-156 4.07358509e-157 5.08052489e-158 6.36505043e-159
 8.02131296e-160 1.01326696e-160 1.28448037e-161 1.63682377e-162
 2.09397774e-163 2.68572448e-164 3.46199929e-165 4.48087699e-166
 5.81576769e-167 7.57123961e-168 9.91134785e-169 1.30171511e-169
 1.71272208e-170 2.26474116e-171 3.00798830e-172 4.00848171e-173
 5.35290506e-174 7.17549693e-175 9.67501657e-176 1.30706855e-176
 1.77111414e-177 2.40984261e-178 3.29224722e-179 4.51041545e-180
 6.19705214e-181 8.54912955e-182 1.18274542e-182 1.64143203e-183
 2.28603545e-184 3.19560667e-185 4.47875887e-186 6.29951718e-187
 8.89573280e-188 1.25932369e-188 1.78845232e-189 2.54867012e-190
 3.64348725e-191 5.22192237e-192 7.51079659e-193 1.08406336e-193
 1.56890061e-194 2.27612589e-195 3.31469397e-196 4.84453051e-197
 7.09283110e-198 1.04143186e-198 1.53588350e-199 2.27170369e-200
 3.36516148e-201 5.00323240e-202 7.46579564e-203 1.11695759e-203
 1.67439778e-204 2.51891738e-205 3.80192500e-206 5.75403955e-207
 8.72927614e-208 1.32850007e-208 2.02729521e-209 3.10209803e-210
 4.76065230e-211 7.32727760e-212 1.13054694e-212 1.74967183e-213
 2.71598122e-214 4.22652425e-215 6.59383409e-216 1.03169553e-216
 1.61909949e-217 2.54703931e-218 4.01737107e-219 6.35469793e-220
 1.00793784e-220 1.60245050e-221 2.55556540e-222 4.08626592e-223
 6.54770838e-224 1.05189784e-224 1.69531715e-225 2.73935450e-226
 4.43605756e-227 7.20296514e-228 1.17306913e-228 1.91540745e-229
 3.13487976e-230 5.14446408e-231 8.46160619e-232 1.39507238e-232
 2.30646721e-233 3.82316395e-234 6.35312172e-235 1.05826984e-235
 1.76798082e-236 2.96097521e-237 4.97035714e-238 8.36545304e-239
 1.41205865e-239 2.38904971e-240 4.05137634e-241 6.88693403e-242
 1.17358090e-242 2.00504115e-243 3.43433867e-244 5.89660158e-245
 1.01498730e-245 1.75110714e-246 3.02944503e-247 5.25310848e-248
 9.12908923e-249 1.59084027e-249 2.77917064e-250 4.86659612e-251
 8.54111317e-252 1.50251471e-252 2.64988244e-253 4.68541404e-254
 8.30301343e-255 1.47500490e-255 2.62746749e-256 4.69095331e-257
 8.39379208e-258 1.50547607e-258 2.70613799e-259 4.87697206e-260
 8.81162184e-261 1.59556770e-261 2.89601362e-262 5.26950122e-263
 9.61217494e-264 1.75720372e-264 3.21957014e-265 5.91389384e-266
 1.08894899e-266 2.00970916e-267 3.71723090e-268 6.89263344e-269
 1.28126290e-269 2.38693073e-270 4.45712024e-271 8.34113156e-272
 1.56493092e-272 2.94262002e-273 5.54667877e-274 1.04786543e-274
 1.98469907e-275 3.76785216e-276 7.16901791e-277 1.36707201e-277
 2.61302869e-278 5.00750870e-279 9.61709622e-280 1.85164987e-280
 3.57379210e-281 6.91291199e-282 1.34010534e-282 2.60439426e-283
 5.07372916e-284 9.90555003e-285 1.93871836e-285 3.80380693e-286
 7.47941408e-287 1.47427412e-287 2.91317179e-288 5.76893943e-289
 1.14499585e-289 2.27807330e-290 4.54304082e-291 9.08088625e-292
 1.81909577e-292 3.65213461e-293 7.34834635e-294 1.48184086e-294
 2.99592132e-295 6.07094739e-296 1.23291634e-296 2.50950464e-297
 5.12124540e-298 1.04743824e-298 2.14711002e-299 4.41116619e-300
 9.08217712e-301 1.87464804e-301 3.87870701e-302 8.04292254e-303
 1.67159243e-303 3.48207503e-304 7.27214087e-305 1.52206067e-305
 3.19332818e-306 6.71558339e-307 1.41563426e-307 2.99092649e-308
 6.33597690e-309 1.34517610e-309 2.86219696e-310 6.10372013e-311
 1.30510345e-311 2.79684446e-312 6.00707251e-313 1.29354337e-313
 2.79179025e-314 6.03937712e-315 1.30940120e-315 2.84543191e-316
 6.19815975e-317 1.35345875e-317 2.96219034e-318 6.49775375e-319
 1.42888725e-319 3.15016256e-320 6.96138495e-321 1.54148482e-321
 3.40905296e-322 7.41098469e-323 1.48219694e-323 4.94065646e-324
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000 0.00000000e+000
 0.00000000e+000 0.00000000e+000 0.00000000e+000]"
traj_0,2,103,133.12555146394106,"(0, 278)","[4.42930209e-125 1.76913067e-132 4.46225599e-134 6.46923371e-135
 2.76142598e-135 1.30493824e-135 7.69257796e-136 6.26691274e-136
 7.04925693e-136 1.09991070e-135 2.50787394e-135 7.64401699e-135
 3.09095326e-134 1.66612870e-133 1.29306450e-132 1.19902535e-131
 1.40176229e-130 2.14413873e-129 4.25771504e-128 1.00882785e-126
 2.80714739e-125 9.21311650e-124 3.95974061e-122 1.97724107e-120
 9.85256425e-119 6.28305362e-117 4.47445452e-115 3.53646270e-113
 3.15320586e-111 2.92398615e-109 3.37128285e-107 4.24266293e-105
 5.57922673e-103 7.95748035e-101 1.24570718e-098 2.03999391e-096
 3.45074563e-094 6.45163192e-092 1.22551009e-089 2.36621431e-087
 4.50845538e-085 8.67854876e-083 1.69271962e-080 3.31393326e-078
 6.06918718e-076 1.20659423e-073 2.45131680e-071 4.86929915e-069
 9.31394596e-067 1.58627520e-064 2.42932846e-062 3.47531650e-060
 4.91689395e-058 6.57366063e-056 8.08774661e-054 1.00530417e-051
 1.08851095e-049 1.05794809e-047 1.05348957e-045 9.33048313e-044
 8.17916487e-042 6.41069005e-040 4.75013105e-038 3.48958804e-036
 2.52195330e-034 1.55917241e-032 8.34064092e-031 3.82033033e-029
 1.52568024e-027 5.10502020e-026 1.64613021e-024 4.77587932e-023
 1.16221649e-021 2.59451006e-020 5.37309000e-019 9.87169010e-018
 1.45552739e-016 2.07461412e-015 2.93785473e-014 3.48131731e-013
 3.61885786e-012 3.76332978e-011 3.81265805e-010 3.10475991e-009
 2.08996142e-008 1.39744145e-007 8.35719555e-007 4.48797122e-006
 2.01879811e-005 7.65462284e-005 2.45810552e-004 7.40696950e-004
 2.13497464e-003 5.70621905e-003 1.39622087e-002 2.86819622e-002
 5.40489367e-002 8.25108596e-002 1.06719865e-001 1.31427966e-001
 1.39481728e-001 1.24884477e-001 1.05356424e-001 8.09574462e-002
 5.38610148e-002 3.25846303e-002 1.87551424e-002 9.92146437e-003
 4.66144703e-003 2.00854451e-003 7.98224832e-004 3.00780465e-004
 1.02700942e-004 3.16667397e-005 9.35019672e-006 2.43390211e-006
 6.12456820e-007 1.47380249e-007 3.35797731e-008 7.16219443e-009
 1.41733609e-009 2.68630151e-010 4.72045892e-011 7.91335600e-012
 1.25672305e-012 1.95028826e-013 2.91302367e-014 4.13738791e-015
 5.73703062e-016 7.76040952e-017 1.00283311e-017 1.24067175e-018
 1.50159650e-019 1.75792817e-020 2.01154101e-021 2.27727117e-022
 2.51844127e-023 2.71907956e-024 2.89374647e-025 3.03768440e-026
 3.14107587e-027 3.17308735e-028 3.16692746e-029 3.14834903e-030
 3.11153042e-031 3.00842695e-032 2.88082435e-033 2.74496629e-034
 2.59186889e-035 2.42922953e-036 2.27159297e-037 2.11658686e-038
 1.96049287e-039 1.81346297e-040 1.67856342e-041 1.54359246e-042
 1.41551655e-043 1.29978363e-044 1.19391488e-045 1.09867171e-046
 1.01031124e-047 9.28011019e-049 8.57549238e-050 7.94394603e-051
 7.36351919e-052 6.85370101e-053 6.41013964e-054 6.02062147e-055
 5.66444340e-056 5.35198035e-057 5.08214410e-058 4.85759546e-059
 4.67244758e-060 4.51891875e-061 4.40278312e-062 4.31664286e-063
 4.25695279e-064 4.22452617e-065 4.22376929e-066 4.25323312e-067
 4.31459435e-068 4.40642581e-069 4.53740651e-070 4.70813446e-071
 4.91835637e-072 5.19112092e-073 5.55544144e-074 6.00771970e-075
 6.54781671e-076 7.21762479e-077 8.05653569e-078 9.08254684e-079
 1.03346818e-079 1.18844346e-080 1.38317820e-081 1.62694407e-082
 1.93285011e-083 2.32095187e-084 2.81883329e-085 3.46111086e-086
 4.29438602e-087 5.38731045e-088 6.83512255e-089 8.76828428e-090
 1.13717933e-090 1.49144161e-091 1.97863477e-092 2.65488405e-093
 3.60285210e-094 4.94576468e-095 6.86891560e-096 9.65255070e-097
 1.37244544e-097 1.97479028e-098 2.87601385e-099 4.23956380e-100
 6.32656555e-101 9.55885792e-102 1.46247619e-102 2.26603747e-103
 3.55639377e-104 5.65447957e-105 9.10933242e-106 1.48717390e-106
 2.46092111e-107 4.12839829e-108 7.02267820e-109 1.21157664e-109
 2.12041851e-110 3.76546743e-111 6.78662215e-112 1.24176145e-112
 2.30723040e-113 4.35452661e-114 8.35070814e-115 1.62772206e-115
 3.22597864e-116 6.50322068e-117 1.33398754e-117 2.78555884e-118
 5.92383634e-119 1.28360146e-119 2.83540788e-120 6.38844176e-121
 1.46900179e-121 3.44962120e-122 8.27823013e-123 2.03160786e-123
 5.10298795e-124 1.31301758e-124 3.46409639e-125 9.38070883e-126
 2.61039730e-126 7.47404813e-127 2.20495219e-127 6.71315121e-128
 2.11308150e-128 6.89058450e-129 2.33326276e-129 8.22662909e-130
 3.02986509e-130 1.17012724e-130 4.76083394e-131 2.05265502e-131
 9.44962322e-132 4.69254347e-132 2.55063118e-132 1.55270846e-132
 1.10345774e-132 1.00913192e-132 1.83180976e-132 1.94053622e-132]"
traj_0,3,70,9.374089509995429,"(0, 103)","[4.99848920e-12 1.00308558e-18 5.99641517e-20 9.34864371e-21
 3.60345992e-21 1.06172515e-21 2.79799497e-22 7.99943255e-23
 2.76444707e-23 1.00424263e-23 4.26460673e-24 2.22867260e-24
 1.37632005e-24 9.96215786e-25 8.62761427e-25 8.51109601e-25
 9.61425838e-25 1.25828191e-24 1.90388612e-24 3.20620707e-24
 5.94199632e-24 1.21059268e-23 2.85171472e-23 7.32122950e-23
 1.88855436e-22 5.55518677e-22 1.73493406e-21 5.72492058e-21
 2.01156967e-20 7.18579222e-20 2.88179944e-19 1.20646101e-18
 5.13622656e-18 2.26938875e-17 1.04758198e-16 4.90798088e-16
 2.31354594e-15 1.14272901e-14 5.61678403e-14 2.74507050e-13
 1.30793383e-12 6.15836918e-12 2.86879828e-11 1.31348904e-10
 5.64063778e-10 2.50216177e-09 1.10361963e-08 4.70141321e-08
 1.91405925e-07 7.05122029e-07 2.36089432e-06 7.36364912e-06
 2.22581832e-05 6.31913865e-05 1.65301133e-04 4.26212671e-04
 9.73852215e-04 2.01179532e-03 4.14494069e-03 7.68282897e-03
 1.38963203e-02 2.27450314e-02 3.51941341e-02 5.36657270e-02
 8.07261206e-02 1.07190934e-01 1.26601415e-01 1.31542585e-01
 1.21839637e-01 9.68251308e-02 7.47234017e-02 5.28295133e-02
 3.19699043e-02 1.79640547e-02 9.49950758e-03 4.52807231e-03
 1.74419179e-03 6.53807522e-04 2.48503300e-04 7.95466057e-05
 2.23963972e-05 6.49926087e-06 1.93359527e-06 4.60260949e-07
 8.86689274e-08 1.78502722e-08 3.29028265e-09 5.62032163e-10
 7.81569411e-11 8.63062951e-12 7.34048487e-13 5.71883022e-14
 4.31742414e-15 3.05730884e-16 2.06055213e-17 1.05009467e-18
 5.46775275e-20]"
traj_0,4,273,9.132687681276138,"(103, 278)","[8.68506494e-29 1.81545907e-27 3.42345272e-26 6.27859884e-25
 9.10846837e-24 9.27978905e-23 7.89698353e-22 5.74195923e-21
 3.91947207e-20 2.11825098e-19 9.12428341e-19 3.85281111e-18
 1.20055788e-17 3.79144777e-17 1.14574819e-16 3.18394321e-16
 7.84236726e-16 1.66918753e-15 3.37910979e-15 5.88560863e-15
 9.61346586e-15 1.43691160e-14 2.14412980e-14 3.03447972e-14
 3.92319977e-14 4.98715194e-14 6.18686409e-14 7.03645324e-14
 7.37339720e-14 7.56331337e-14 7.32539224e-14 6.88947877e-14
 6.49540957e-14 5.89674516e-14 5.13493494e-14 4.40196534e-14
 3.71273362e-14 3.06159842e-14 2.40400699e-14 1.85597251e-14
 1.44063579e-14 1.11504838e-14 8.18143877e-15 5.90147748e-15
 4.23916858e-15 2.98811231e-15 2.07457407e-15 1.44003781e-15
 9.93602026e-16 6.75253358e-16 4.58291715e-16 3.12279653e-16
 2.08234781e-16 1.37454464e-16 9.10047770e-17 6.01497893e-17
 3.98542206e-17 2.62020738e-17 1.70466785e-17 1.12582209e-17
 7.44072211e-18 4.88207614e-18 3.22019833e-18 2.13934959e-18
 1.42680706e-18 9.44906401e-19 6.27243828e-19 4.18352973e-19
 2.81954022e-19 1.91707148e-19 1.30916589e-19 9.04823601e-20
 6.29508810e-20 4.39732488e-20 3.08821840e-20 2.19098676e-20
 1.56702092e-20 1.13047127e-20 8.19725812e-21 6.01361147e-21
 4.44865742e-21 3.30244833e-21 2.50174971e-21 1.96558383e-21
 1.57471995e-21 1.27029788e-21 1.04826107e-21 8.89373044e-22
 7.66129705e-22 6.67932558e-22 5.92557923e-22 5.38097702e-22
 4.96798171e-22 4.64926460e-22 4.42250453e-22 4.28662811e-22
 4.22404899e-22 4.22173174e-22 4.28826278e-22 4.43024671e-22
 4.64847447e-22 4.94963215e-22 5.35225605e-22 5.88197055e-22
 6.56316185e-22 7.43265557e-22 8.54496193e-22 9.97621155e-22
 1.18265880e-21 1.42302632e-21 1.73834386e-21 2.15635553e-21
 2.71543017e-21 3.47148132e-21 4.50647275e-21 5.94024453e-21
 7.95059308e-21 1.08060576e-20 1.49165825e-20 2.09142128e-20
 2.97856672e-20 4.30938891e-20 6.33482192e-20 9.46298098e-20
 1.43664787e-19 2.21699780e-19 3.47819815e-19 5.54893711e-19
 9.00354972e-19 1.48612384e-18 2.49598798e-18 4.26666980e-18
 7.42527408e-18 1.31593897e-17 2.37574793e-17 4.37073466e-17
 8.19701332e-17 1.56773779e-16 3.05908607e-16 6.09274151e-16
 1.23922083e-15 2.57532033e-15 5.47158186e-15 1.18923503e-14
 2.64602086e-14 6.03132512e-14 1.40957590e-13 3.38073725e-13
 8.32944286e-13 2.11049378e-12 5.50623978e-12 1.48126918e-11
 4.11533206e-11 1.18289922e-10 3.52505229e-10 1.09170248e-09
 3.52371420e-09 1.18942782e-08 4.21628748e-08 1.57779163e-07
 6.27533317e-07 2.67690177e-06 1.24054414e-05 6.36845052e-05
 3.74173184e-04 2.68157063e-03 2.75405544e-02 8.51720688e-01
 1.17603384e-01]"
